razon_social,estado,municipio,giro_actividad,tipo_certificado,vigencia,estatus_padron,source_url,source_date
"CASA CUERVO, S.A. DE C.V. PLANTA CAMICHINES",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"TEQUILA SIETE LEGUAS, S.A. DE C.V. (PLANTA LA VENCEDORA)",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"INGREDION MÉXICO, S.A. DE C.V. PLANTA PARAÍSO",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"BIMBO, S.A. DE C.V. PLANTA BIMBO OCCIDENTE",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE GENERACIÓN II EPS, (CENTRAL HIDROELÉCTRICA COLIMILLA)",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE GENERACIÓN II EPS, (CENTRAL HIDROELÉCTRICA PUENTE GRANDE)",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE GENERACIÓN II EPS, (CENTRAL HIDROELÉCTRICA LUIS M. ROJAS)",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE GENERACIÓN II EPS, CENTRAL HIDROELÉCTRICA GRAL. MANUEL M. DIÉGUEZ",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"SÚRFAX, S.A. DE C.V.",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"MULTI-COLOR LABEL CORPORATION-MÉXICO, S.A. DE C.V.",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"PRAXAIR MÉXICO, S. DE R.L. DE C.V. (COMPLEJO GUADALAJARA)",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"FLEXTRONICS TECHNOLOGIES MÉXICO, S. DE R.L. DE C.V.",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CONTINENTAL AUTOMOTIVE GUADALAJARA MÉXICO, S. DE R.L. DE C.V. PLANTA PERIFÉRICO",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"HONDA DE MÉXICO, S.A. DE C.V. (PLANTA MOTOCICLETAS)",Jalisco,,,Industria Limpia,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"FÁBRICA DE PAPEL SAN FRANCISCO, S.A. DE C.V. (PLANTA CONVERSIÓN GUADALAJARA)",Jalisco,,,Industria Limpia,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"SERVICIOS REFRESQUEROS DEL GOLFO Y BAJÍO, S. DE R.L. DE C.V. PLANTA MORELIA",Michoacan,,,Industria Limpia,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN MOJONERA",Jalisco,,,Calidad Ambiental,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN PINAR",Jalisco,,,Calidad Ambiental,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN ZOQUIPAN",Jalisco,,,Calidad Ambiental,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA LIBERTAD, SUBESTACIÓN HUENTITÁN NUEVA",Jalisco,,,Calidad Ambiental,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN MÉXICO",Jalisco,,,Calidad Ambiental,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN ALAMEDA",Jalisco,,,Calidad Ambiental,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN EXPERIENCIA",Jalisco,,,Calidad Ambiental,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"APM TERMINALS LÁZARO CÁRDENAS, S.A. DE C.V.",Michoacan,,,Calidad Ambiental,2025,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"FIMEX, S.A. DE C.V.",Jalisco,,,Industria Limpia,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"AEROPUERTO DE PUERTO VALLARTA, S.A. DE C.V.(AEROPUERTO INTERNACIONAL VALLARTA - NAYARIT)",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE GENERACIÓN II EPS, (CENTRAL HIDROELÉCTRICA VALENTÍN GÓMEZ FARÍAS)",Jalisco,,,Industria Limpia,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"RGL ARRENDADORA DE INMUEBLES, S.A. DE C.V. (CAMPO DE GOLF GREG NORMAN)",Jalisco,,,Calidad Ambiental Turistica,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"ACEITES, GRASAS Y DERIVADOS, S.A. DE C.V. (PLANTA ZAPOPAN)",Jalisco,,,Industria Limpia,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"INGREDION MÉXICO, S.A. DE C.V. PLANTA ACEITERA",Jalisco,,,Industria Limpia,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA LÁZARO CÁRDENAS, SUBESTACIONES LÁZARO CÁRDENAS DISTRIBUCIÓN, CAYACAL, LA MIRA, GUACAMAYAS, ARTEAGA",Michoacan,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA LÁZARO CÁRDENAS, SUBESTACIÓN INFIERNILLO.",Michoacan,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"GRUPO FERTINAL, S.A. DE C.V. (MUELLE)",Michoacan,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA COLIMA, SUBESTACIÓN COAHUAYANA",Michoacan,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN ANDARES",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA HIDALGO, SUBESTACIÓN ACUEDUCTO",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA ALTOS, SUBESTACIÓN TEOCALTICHE",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA CIÉNEGA, SUBESTACIÓN JAMAY",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA ALTOS, SUBESTACIÓN CAPILLA DE GUADALUPE",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA CIÉNEGA, SUBESTACIÓN TOTOTLÁN",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA CHAPALA, SUBESTACIÓN CHAPALA",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA REFORMA, SUBESTACIÓN PARQUE INDUSTRIAL",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA REFORMA, SUBESTACIÓN SAN GASPAR",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA REFORMA, SUBESTACIÓN ZALATITÁN",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA CHAPALA, SUBESTACIÓN ZAPOTLANEJO",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA ALTOS, SUBESTACIÓN LA CUEVA",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA ALTOS, SUBESTACIÓN MEXTICACÁN",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA ALTOS, SUBESTACIÓN VALLE DE GUADALUPE",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA ALTOS, SUBESTACIÓN SAN MIGUEL",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CASA CUERVO, S.A. DE C.V. (PLANTA GUADALAJARA)",Jalisco,,,Industria Limpia,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA VALLARTA, SUBESTACIÓN FLUVIAL",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA PÁTZCUARO, SUBESTACIONES ARIO DE ROSALES, CERRO HUECO, DON VASCO Y PÁTZCUARO SUR.",Michoacan,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA PÁTZCUARO, SUBESTACIONES LAGUNILLAS, PÁTZCUARO NORTE, PURUARÁN, TINGAMBATO.",Michoacan,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"OXITENO MÉXICO, S.A. DE C.V. (PLANTA GUADALAJARA)",Jalisco,,,Industria Limpia,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA ZAPOTLÁN SUBESTACIÓN TUXPAN",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA ZAPOTLÁN, SUBESTACIÓN ZAPOTILTIC",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA ZAPOTLÁN, SUBESTACIÓN JUAN RULFO",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA ZAPOTLÁN, SUBESTACIÓN SAYULA",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA JUÁREZ, SUBESTACIÓN EL SOL",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA JUÁREZ, SUBESTACIÓN MIRAVALLE",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA ALTOS, SUBESTACIÓN JALOSTOTITLÁN",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA ALTOS, SUBESTACIÓN SAN JUAN DE LOS LAGOS",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA MINAS, SUBESTACIÓN AMATITÁN",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA CIÉNEGA, SUBESTACIÓN LA BARCA",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA LIBERTAD, SUBESTACIÓN CUQUÍO",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA JUÁREZ, SUBESTACIÓN BUGAMBILIAS",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA METROPOLITANA LIBERTAD, SUBESTACIÓN OBLATOS",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, SUBESTACIÓN PUENTE GRANDE DOS",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"SERVICIOS ESTRELLA AZUL DE OCCIDENTE, S.A. DE C.V., PLANTA GUADALAJARA",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA COSTA, SUBESTACIÓN TALPA",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA COSTA, SUBESTACIÓN AUTLÁN",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA VALLARTA, SUBESTACIÓN MUELLE",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA VALLARTA, SUBESTACIÓN TAMARINDOS",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA CHAPALA, SUBESTACIÓN COCULA",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CFE DISTRIBUCIÓN, GERENCIA JALISCO, ZONA MINAS, SUBESTACIÓN AMECA",Jalisco,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"CALIDRA DE OCCIDENTE, S.A. DE C.V. (PLANTA 3, SANTA CRUZ)",Jalisco,,,Industria Limpia,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"BIO PAPPEL, S.A. DE C.V. (PLANTA TEPATITLÁN)",Jalisco,,,Industria Limpia,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"INDUSTRIAL PAPELERA MEXICANA, S.A. DE C.V.",Michoacan,,,Industria Limpia,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"EFFEM MÉXICO INC. Y COMPAĄÍA, S. EN N.C. DE C.V. (MARS MÉXICO PLANTA GUADALAJARA)",Jalisco,,,Industria Limpia,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
"SSA LÁZARO CÁRDENAS, S.A. DE C.V.",Michoacan,,,Calidad Ambiental,2026,CERTIFICADO_VIGENTE,https://repodatos.atdt.gob.mx/api_update/profepa/certificados_vigentes_fecha_programa_nacional_auditoria_ambiental/certificados_vigentes_pnaa.csv,2026-08-26
